ID,SPECIES,FAMILY,REFERENCE,,,
PD_0001,Cheracebus_lugens,Pitheciidae,Pithecia_pithecia,,,
PD_0002,Callibella_humilis,Callitrichidae,Callithrix_jacchus,,,
PD_0003,Cacajao_hosomi,Pitheciidae,Pithecia_pithecia,,,
PD_0004,Ateles_belzebuth,Atelidae,Ateles_geoffroyi,,,
PD_0005,Alouatta_macconnelli,Atelidae,Ateles_geoffroyi,,,
PD_0006,Chiropotes_israelita,Pitheciidae,Pithecia_pithecia,,,
PD_0007,Cebus_olivaceus,Cebidae,Cebus_albifrons,,,
PD_0008,Aotus_trivirgatus,Aotidae,Aotus_nancymaae,,,
PD_0009,Saguinus_inustus,Callitrichidae,Saguinus_midas,,,
PD_0010,Cebuella_niveiventris,Callitrichidae,Callithrix_jacchus,,,
PD_0011,Sapajus_macrocephalus,Cebidae,Cebus_albifrons,,,
PD_0012,Saimiri_ustus,Cebidae,Cebus_albifrons,,,
PD_0013,Cebus_unicolor,Cebidae,Cebus_albifrons,,,
PD_0014,Plecturocebus_cupreus,Pitheciidae,Pithecia_pithecia,,,
PD_0015,Pithecia_vanzolinii,Pitheciidae,Pithecia_pithecia,,,
PD_0016,Lagothrix_lagothricha,Atelidae,Ateles_geoffroyi,,,
PD_0017,Leontocebus_nigricollis,Callitrichidae,Saguinus_midas,,,
PD_0018,Cacajao_melanocephalus,Pitheciidae,Pithecia_pithecia,,,
PD_0019,Cacajao_ayresi,Pitheciidae,Pithecia_pithecia,,,
PD_0020,Cacajao_calvus,Pitheciidae,Pithecia_pithecia,,,
PD_0021,Cacajao_calvus,Pitheciidae,Pithecia_pithecia,,,
PD_0022,Cacajao_ayresi,Pitheciidae,Pithecia_pithecia,,,
PD_0023,Cacajao_calvus,Pitheciidae,Pithecia_pithecia,,,
PD_0024,Cacajao_calvus,Pitheciidae,Pithecia_pithecia,,,
PD_0025,Alouatta_seniculus,Atelidae,Ateles_geoffroyi,,,
PD_0026,Alouatta_puruensis,Atelidae,Ateles_geoffroyi,,,
PD_0027,Alouatta_discolor,Atelidae,Ateles_geoffroyi,,,
PD_0028,Allenopithecus_nigroviridis,Cercopithecidae,Chlorocebus_aethiops,,,
PD_0029,Allochrocebus_lhoesti,Cercopithecidae,Chlorocebus_aethiops,,,
PD_0030,Allochrocebus_preussi,Cercopithecidae,Chlorocebus_aethiops,,,
PD_0031,Allochrocebus_solatus,Cercopithecidae,Chlorocebus_aethiops,,,
PD_0032,Cercopithecus_ascanius,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0033,Cercopithecus_nictitans,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0034,Erythrocebus_patas,Cercopithecidae,Erythrocebus_patas,,,
PD_0035,Hylobates_klossii,Hylobatidae,Nomascus_siki,,,
PD_0036,Hylobates_abbotti,Hylobatidae,Nomascus_siki,,,
PD_0037,Nomascus_concolor,Hylobatidae,Nomascus_siki,,,
PD_0038,Presbytis_mitrata,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0039,Piliocolobus_badius,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0040,Lophocebus_aterrimus,Cercopithecidae,Mandrillus_sphinx,,,
PD_0041,Cercopithecus_cephus,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0042,Cercopithecus_mona,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0043,Cercopithecus_lowei,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0044,Macaca_siberu,Cercopithecidae,Macaca_mulatta,,,
PD_0045,Piliocolobus_gordonorum,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0046,Piliocolobus_kirkii,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0047,Piliocolobus_tephrosceles,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0048,Trachypithecus_crepusculus,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0049,Hylobates_muelleri,Hylobatidae,Nomascus_siki,,,
PD_0050,Hylobates_agilis,Hylobatidae,Nomascus_siki,,,
PD_0051,Nomascus_gabriellae,Hylobatidae,Nomascus_siki,,,
PD_0052,Presbytis_comata,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0053,Trachypithecus_auratus,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0054,Trachypithecus_francoisi,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0055,Colobus_polykomos,Cercopithecidae,Colobus_guereza,,,
PD_0056,Colobus_guereza,Cercopithecidae,Colobus_guereza,,,
PD_0057,Mandrillus_sphinx,Cercopithecidae,Mandrillus_sphinx,,,
PD_0058,Cercopithecus_neglectus,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0059,Cercopithecus_diana,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0060,Cercopithecus_hamlyni,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0061,Cercopithecus_mitis,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0062,Erythrocebus_patas,Cercopithecidae,Erythrocebus_patas,,,
PD_0063,Semnopithecus_vetulus,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0064,Trachypithecus_obscurus,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0065,Semnopithecus_johnii,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0066,Cercopithecus_ascanius,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0067,Theropithecus_gelada,Cercopithecidae,Theropithecus_gelada,,,
PD_0068,Cercocebus_chrysogaster,Cercopithecidae,Cercocebus_atys,,,
PD_0069,Nasalis_larvatus,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0070,Macaca_maura,Cercopithecidae,Macaca_mulatta,,,
PD_0071,Macaca_arctoides,Cercopithecidae,Macaca_mulatta,,,
PD_0072,Alouatta_seniculus,Atelidae,Ateles_geoffroyi,,,
PD_0073,Alouatta_caraya,Atelidae,Ateles_geoffroyi,,,
PD_0074,Ateles_chamek,Atelidae,Ateles_geoffroyi,,,
PD_0075,Ateles_paniscus,Atelidae,Ateles_geoffroyi,,,
PD_0076,Ateles_marginatus,Atelidae,Ateles_geoffroyi,,,
PD_0077,Cebus_unicolor,Cebidae,Cebus_albifrons,,,
PD_0078,Cebus_albifrons,Cebidae,Cebus_albifrons,,,
PD_0079,Cebus_olivaceus,Cebidae,Cebus_albifrons,,,
PD_0080,Chiropotes_albinasus,Pitheciidae,Pithecia_pithecia,,,
PD_0081,Chiropotes_sagulatus,Pitheciidae,Pithecia_pithecia,,,
PD_0082,Chiropotes_sagulatus,Pitheciidae,Pithecia_pithecia,,,
PD_0083,Pithecia_pissinattii,Pitheciidae,Pithecia_pithecia,,,
PD_0084,Pithecia_chrysocephala,Pitheciidae,Pithecia_pithecia,,,
PD_0085,Pithecia_hirsuta,Pitheciidae,Pithecia_pithecia,,,
PD_0086,Pithecia_mittermeieri,Pitheciidae,Pithecia_pithecia,,,
PD_0087,Pithecia_albicans,Pitheciidae,Pithecia_pithecia,,,
PD_0088,Cacajao_calvus,Pitheciidae,Pithecia_pithecia,,,
PD_0089,Alouatta_macconnelli,Atelidae,Ateles_geoffroyi,,,
PD_0090,Cercopithecus_nictitans,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0091,Cercopithecus_petaurista,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0092,Cercopithecus_pogonias,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0093,Cercopithecus_roloway,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0094,Cercopithecus_cephus,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0095,Cercopithecus_cephus,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0096,Cercopithecus_mitis,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0097,Macaca_leonina,Cercopithecidae,Macaca_mulatta,,,
PD_0098,Hylobates_lar,Hylobatidae,Nomascus_siki,,,
PD_0099,Nomascus_siki,Hylobatidae,Nomascus_siki,,,
PD_0100,Semnopithecus_priam,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0101,Trachypithecus_cristatus,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0102,Semnopithecus_entellus,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0103,Pygathrix_nemaeus,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0104,Pygathrix_nemaeus,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0105,Pygathrix_nemaeus,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0106,Pygathrix_cinerea,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0107,Pygathrix_cinerea,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0108,Pygathrix_cinerea,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0109,Pygathrix_cinerea,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0110,Nycticebus_pygmaeus,Lorisidae,Nycticebus_pygmaeus,,,
PD_0111,Nycticebus_pygmaeus,Lorisidae,Nycticebus_pygmaeus,,,
PD_0112,Pygathrix_nigripes,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0113,Pygathrix_nigripes,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0114,Pygathrix_nigripes,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0115,Pygathrix_nigripes,Cercopithecidae,Rhinopithecus_roxellana,,,
PD_0116,Callimico_goeldii,Callitrichidae,Callithrix_jacchus,,,
PD_0117,Mico_argentatus,Callitrichidae,Callithrix_jacchus,,,
PD_0118,Leontocebus_illigeri,Callitrichidae,Saguinus_midas,,,
PD_0119,Saguinus_imperator,Callitrichidae,Saguinus_midas,,,
PD_0120,Saguinus_labiatus,Callitrichidae,Saguinus_midas,,,
PD_0121,Saguinus_midas,Callitrichidae,Saguinus_midas,,,
PD_0122,Saguinus_oedipus,Callitrichidae,Saguinus_midas,,,
PD_0123,Leontocebus_fuscicollis,Callitrichidae,Saguinus_midas,,,
PD_0124,Miopithecus_ogouensis,Cercopithecidae,Cercopithecus_albogularis,,,
PD_0125,Cercocebus_lunulatus,Cercopithecidae,Cercocebus_atys,,,
PD_0126,Allenopithecus_nigroviridis,Cercopithecidae,Chlorocebus_aethiops,,,
PD_0127,Allochrocebus_lhoesti,Cercopithecidae,Chlorocebus_aethiops,,,
PD_0128,Cacajao_melanocephalus,Pitheciidae,Pithecia_pithecia,,,
PD_0129,Cacajao_hosomi,Pitheciidae,Pithecia_pithecia,,,
PD_0130,Cacajao_calvus,Pitheciidae,Pithecia_pithecia,,,
PD_0131,Cacajao_ayresi,Pitheciidae,Pithecia_pithecia,,,
PD_0132,Cacajao_calvus,Pitheciidae,Pithecia_pithecia,,,
PD_0133,Cacajao_calvus,Pitheciidae,Pithecia_pithecia,,,
PD_0134,Alouatta_seniculus,Atelidae,Ateles_geoffroyi,,,
PD_0135,Alouatta_macconnelli,Atelidae,Ateles_geoffroyi,,,
PD_0136,Alouatta_seniculus,Atelidae,Ateles_geoffroyi,,,
PD_0137,Alouatta_puruensis,Atelidae,Ateles_geoffroyi,,,
PD_0138,Ateles_belzebuth,Atelidae,Ateles_geoffroyi,,,
PD_0139,Ateles_chamek,Atelidae,Ateles_geoffroyi,,,
PD_0140,Ateles_chamek,Atelidae,Ateles_geoffroyi,,,
PD_0141,Cebus_albifrons,Cebidae,Cebus_albifrons,,,
PD_0142,Chiropotes_albinasus,Pitheciidae,Pithecia_pithecia,,,
PD_0143,Pithecia_hirsuta,Pitheciidae,Pithecia_pithecia,,,
PD_0144,Pithecia_pissinattii,Pitheciidae,Pithecia_pithecia,,,
PD_0145,Arctocebus_calabarensis,Lorisidae,Nycticebus_pygmaeus,,,
PD_0146,Avahi_laniger,Indriidae,Propithecus_coquereli,,,
PD_0147,Avahi_peyrierasi,Indriidae,Propithecus_coquereli,,,
PD_0148,Daubentonia_madagascariensis,Daubentoniidae,Daubentonia_madagascariensis,,,
PD_0149,Eulemur_albifrons,Lemuridae,Lemur_catta,,,
PD_0150,Eulemur_collaris,Lemuridae,Lemur_catta,,,
PD_0151,Eulemur_coronatus,Lemuridae,Lemur_catta,,,
PD_0152,Eulemur_flavifrons,Lemuridae,Lemur_catta,,,
PD_0153,Eulemur_macaco,Lemuridae,Lemur_catta,,,
PD_0154,Eulemur_sanfordi,Lemuridae,Lemur_catta,,,
PD_0155,Galago_moholi,Galagidae,Galago_moholi,,,
PD_0156,Galago_senegalensis,Galagidae,Galago_moholi,,,
PD_0157,Hapalemur_gilberti,Lemuridae,Lemur_catta,,,
PD_0158,Hapalemur_griseus,Lemuridae,Lemur_catta,,,
PD_0159,Hapalemur_meridionalis,Lemuridae,Lemur_catta,,,
PD_0160,Hapalemur_occidentalis,Lemuridae,Lemur_catta,,,
PD_0161,Lepilemur_septentrionalis,Lepilemuridae,Microcebus_murinus,,,
PD_0162,Mico_argentatus,Callitrichidae,Callithrix_jacchus,,,
PD_0163,Mirza_zaza,Cheirogaleidae,Microcebus_murinus,,,
PD_0164,Nomascus_annamensis,Hylobatidae,Nomascus_siki,,,
PD_0165,Perodicticus_ibeanus,Lorisidae,Nycticebus_pygmaeus,,,
PD_0166,Prolemur_simus,Lemuridae,Lemur_catta,,,
PD_0167,Propithecus_coronatus,Indriidae,Propithecus_coquereli,,,
PD_0168,Propithecus_diadema,Indriidae,Propithecus_coquereli,,,
PD_0169,Propithecus_edwardsi,Indriidae,Propithecus_coquereli,,,
PD_0170,Propithecus_perrieri,Indriidae,Propithecus_coquereli,,,
PD_0171,Propithecus_tattersalli,Indriidae,Propithecus_coquereli,,,
PD_0172,Propithecus_verreauxi,Indriidae,Propithecus_coquereli,,,
PD_0173,Chlorocebus_pygerythrus,Cercopithecidae,Chlorocebus_aethiops,,,
PD_0174,Saguinus_geoffroyi,Callitrichidae,Saguinus_midas,,,
PD_0175,Alouatta_palliata,Atelidae,Ateles_geoffroyi,,,
PD_0176,Saimiri_oerstedii,Cebidae,Cebus_albifrons,,,
PD_0177,Ateles_geoffroyi,Atelidae,Ateles_geoffroyi,,,
PD_0179,Gorilla_beringei,Hominidae,Gorilla_gorilla,,,
PD_0180,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0181,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0182,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0183,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0184,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0185,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0186,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0187,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0188,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0189,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0190,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0191,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0192,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0193,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0194,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0195,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0196,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0197,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0198,Gorilla_gorilla,Hominidae,Gorilla_gorilla,,,
PD_0199,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0200,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0201,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0202,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0203,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0204,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0205,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0206,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0207,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0208,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0209,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0210,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0211,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0212,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0213,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0214,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0215,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0216,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0217,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0218,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0219,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0220,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0221,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0222,Papio_anubis,Cercopithecidae,Macaca_mulatta,,,
PD_0223,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0224,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0225,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
PD_0226,Papio_cynocephalus,Cercopithecidae,Macaca_mulatta,,,
